CustomerID,Recency,Frequency,Monetary,rfm_features,rfm_standardized,prediction,RFM_Score,RFM_ScoreGroup,Loyalty
14841,54,6,3312.0,"[54.0,6.0,3312.0]","[0.5425579865052023,0.8326683600770841,0.4424727210007131]",1,4,211,Platinum
15764,89,6,3293.0,"[89.0,6.0,3293.0]","[0.894215940721537,0.8326683600770841,0.43993438111574523]",1,5,311,Platinum
15465,20,18,7364.0,"[20.0,18.0,7364.0]","[0.20094740240933415,2.4980050802312523,0.9838071006791218]",3,3,111,Platinum
17179,179,3,719.0,"[179.0,3.0,719.0]","[1.7984792515635406,0.41633418003854206,0.09605612512062582]",0,6,312,Gold
16967,190,1,319.0,"[190.0,1.0,319.0]","[1.9090003228886745,0.13877806001284734,0.04261739070024984]",0,9,333,Silver
13878,55,1,1286.0,"[55.0,1.0,1286.0]","[0.5526053566256689,0.13877806001284734,0.17180553116150876]",1,5,221,Platinum
14600,306,1,397.0,"[306.0,1.0,397.0]","[3.0744952568628126,0.13877806001284734,0.053037943912223155]",0,7,322,Gold
17866,143,1,330.0,"[143.0,1.0,330.0]","[1.4367739272267392,0.13877806001284734,0.04408695589681018]",1,9,333,Silver
16458,3,18,3540.0,"[3.0,18.0,3540.0]","[0.030142110361400125,2.4980050802312523,0.4729327996203274]",3,3,111,Platinum
17238,3,17,3758.0,"[3.0,17.0,3758.0]","[0.030142110361400125,2.359227020218405,0.5020569098794323]",3,3,111,Platinum
17874,186,6,684.0,"[186.0,6.0,684.0]","[1.8688108424068077,0.8326683600770841,0.09138023585884292]",0,7,322,Gold
15587,51,4,914.0,"[51.0,4.0,914.0]","[0.5124158761438021,0.5551122400513894,0.12210750815055911]",1,7,232,Gold
14470,12,2,466.0,"[12.0,2.0,466.0]","[0.1205684414456005,0.2775561200256947,0.06225612559973801]",1,5,122,Platinum
14998,171,2,433.0,"[171.0,2.0,433.0]","[1.718100290599807,0.2775561200256947,0.057847430010056995]",0,6,312,Gold
14972,129,1,116.0,"[129.0,1.0,116.0]","[1.2961107455402052,0.13877806001284734,0.015497232981909033]",1,9,333,Silver
17790,27,14,1985.0,"[27.0,14.0,1985.0]","[0.27127899325260113,1.9428928401798629,0.2651897195611158]",3,4,211,Platinum
13316,38,4,5982.0,"[38.0,4.0,5982.0]","[0.3818000645777349,0.5551122400513894,0.7991762732567228]",1,4,211,Platinum
13596,6,2,703.0,"[6.0,2.0,703.0]","[0.06028422072280025,0.2775561200256947,0.09391857574381078]",1,4,112,Platinum
13743,3,7,1345.0,"[3.0,7.0,1345.0]","[0.030142110361400125,0.9714464200899314,0.1796877444885142]",1,4,121,Platinum
16668,16,6,307.0,"[16.0,6.0,307.0]","[0.16075792192746732,0.8326683600770841,0.04101422866763856]",1,7,133,Gold
15544,10,9,3592.0,"[10.0,9.0,3592.0]","[0.10047370120466707,1.2490025401156262,0.4798798350949763]",1,3,111,Platinum
18171,59,5,1238.0,"[59.0,5.0,1238.0]","[0.5927948371075358,0.6938903000642367,0.16539288303106364]",1,5,221,Platinum
15725,16,1,419.0,"[16.0,1.0,419.0]","[0.16075792192746732,0.13877806001284734,0.055977074305343835]",1,5,122,Platinum
18018,109,2,124.0,"[109.0,2.0,124.0]","[1.0951633431308712,0.2775561200256947,0.016566007670316553]",1,8,323,Silver
18215,90,1,300.0,"[90.0,1.0,300.0]","[0.9042633108420037,0.13877806001284734,0.040079050815281986]",1,9,333,Silver
14195,202,2,1013.0,"[202.0,2.0,1013.0]","[2.029568764334275,0.2775561200256947,0.13533359491960217]",0,8,332,Silver
14205,17,2,467.0,"[17.0,2.0,467.0]","[0.17080529204793404,0.2775561200256947,0.062389722435788955]",1,5,122,Platinum
16372,34,2,378.0,"[34.0,2.0,378.0]","[0.3416105840958681,0.2775561200256947,0.0504996040272553]",1,5,212,Platinum
13356,81,1,772.0,"[81.0,1.0,772.0]","[0.8138369797578033,0.13877806001284734,0.10313675743132564]",1,6,222,Gold
14350,275,1,284.0,"[275.0,1.0,284.0]","[2.763026783128345,0.13877806001284734,0.037941501438466946]",0,9,333,Silver
17205,54,1,385.0,"[54.0,1.0,385.0]","[0.5425579865052023,0.13877806001284734,0.051434781879611875]",1,7,232,Gold
13571,13,12,2092.0,"[13.0,12.0,2092.0]","[0.1306158115660672,1.6653367201541682,0.2794845810185664]",3,3,111,Platinum
18118,11,26,5701.0,"[11.0,26.0,5701.0]","[0.11052107132513378,3.608229560334031,0.7616355623264086]",3,3,111,Platinum
15478,41,2,1449.0,"[41.0,2.0,1449.0]","[0.41194217493913504,0.2775561200256947,0.19358181543781197]",1,5,221,Platinum
15704,141,4,2294.0,"[141.0,4.0,2294.0]","[1.4166791869858057,0.5551122400513894,0.3064711419008562]",1,5,311,Platinum
17596,24,7,2836.0,"[24.0,7.0,2836.0]","[0.241136882891201,0.9714464200899314,0.37888062704046566]",1,3,111,Platinum
15537,164,1,111.0,"[164.0,1.0,111.0]","[1.6477686997565402,0.13877806001284734,0.014829248801654335]",0,8,323,Silver
17682,11,6,2501.0,"[11.0,6.0,2501.0]","[0.11052107132513378,0.8326683600770841,0.3341256869634008]",1,3,111,Platinum
12853,135,6,1963.0,"[135.0,6.0,1963.0]","[1.3563949662630055,0.8326683600770841,0.2622505891679951]",1,5,311,Platinum
13470,100,2,170.0,"[100.0,2.0,170.0]","[1.0047370120466708,0.2775561200256947,0.02271146212865979]",1,9,333,Silver
15724,202,2,220.0,"[202.0,2.0,220.0]","[2.029568764334275,0.2775561200256947,0.02939130393120679]",0,9,333,Silver
12966,10,1,161.0,"[10.0,1.0,161.0]","[0.10047370120466707,0.13877806001284734,0.02150909060420133]",1,7,133,Gold
17222,66,1,358.0,"[66.0,1.0,358.0]","[0.6631264279508027,0.13877806001284734,0.0478276673062365]",1,7,223,Gold
14847,149,1,311.0,"[149.0,1.0,311.0]","[1.4970581479495395,0.13877806001284734,0.04154861601184232]",0,9,333,Silver
15076,173,1,884.0,"[173.0,1.0,884.0]","[1.7381950308407403,0.13877806001284734,0.11809960306903092]",0,7,322,Gold
14815,37,2,780.0,"[37.0,2.0,780.0]","[0.37175269445726816,0.2775561200256947,0.10420553211973316]",1,6,222,Gold
13887,205,1,353.0,"[205.0,1.0,353.0]","[2.059710874695675,0.13877806001284734,0.0471596831259818]",0,9,333,Silver
17564,25,3,457.0,"[25.0,3.0,457.0]","[0.2511842530116677,0.41633418003854206,0.061053754075279555]",1,6,222,Gold
13226,274,1,109.0,"[274.0,1.0,109.0]","[2.752979413007878,0.13877806001284734,0.014562055129552455]",0,9,333,Silver
16895,65,1,219.0,"[65.0,1.0,219.0]","[0.653079057830336,0.13877806001284734,0.02925770709515585]",1,7,223,Gold
16965,227,1,200.0,"[227.0,1.0,200.0]","[2.2807530173459427,0.13877806001284734,0.02671936721018799]",0,8,323,Silver
13858,58,1,218.0,"[58.0,1.0,218.0]","[0.582747466987069,0.13877806001284734,0.02912411025910491]",1,8,233,Silver
17433,89,1,306.0,"[89.0,1.0,306.0]","[0.894215940721537,0.13877806001284734,0.040880631831587626]",1,8,323,Silver
14079,125,1,376.0,"[125.0,1.0,376.0]","[1.2559212650583385,0.13877806001284734,0.05023241035515342]",1,8,332,Silver
14163,88,4,2447.0,"[88.0,4.0,2447.0]","[0.8841685706010702,0.5551122400513894,0.32691145781665004]",1,5,221,Platinum
17675,2,31,20455.0,"[2.0,31.0,20455.0]","[0.020094740240933415,4.3021198603982675,2.7327232814219764]",3,3,111,Platinum
18168,177,6,1184.0,"[177.0,6.0,1184.0]","[1.7783845113226073,0.8326683600770841,0.1581786538843129]",0,5,311,Platinum
16393,3,13,3061.0,"[3.0,13.0,3061.0]","[0.030142110361400125,1.8041147801670154,0.4089399151519272]",3,3,111,Platinum
14355,366,1,175.0,"[366.0,1.0,175.0]","[3.677337464090815,0.13877806001284734,0.02337944630891449]",0,9,333,Silver
12867,27,7,4076.0,"[27.0,7.0,4076.0]","[0.27127899325260113,0.9714464200899314,0.5445407037436312]",1,4,211,Platinum
17157,8,2,319.0,"[8.0,2.0,319.0]","[0.08037896096373366,0.2775561200256947,0.04261739070024984]",1,7,133,Gold
17772,11,2,185.0,"[11.0,2.0,185.0]","[0.11052107132513378,0.2775561200256947,0.02471541466942389]",1,6,123,Gold
15355,30,2,279.0,"[30.0,2.0,279.0]","[0.3014211036140012,0.2775561200256947,0.03727351725821224]",1,8,233,Silver
17574,243,1,186.0,"[243.0,1.0,186.0]","[2.44151093927341,0.13877806001284734,0.02484901150547483]",0,9,333,Silver
16811,5,2,548.0,"[5.0,2.0,548.0]","[0.05023685060233354,0.2775561200256947,0.07321106615591509]",1,5,122,Platinum
15562,352,1,135.0,"[352.0,1.0,135.0]","[3.536674282404281,0.13877806001284734,0.018035572866876893]",0,9,333,Silver
13428,11,1,214.0,"[11.0,1.0,214.0]","[0.11052107132513378,0.13877806001284734,0.02858972291490115]",1,5,113,Platinum
16643,246,1,490.0,"[246.0,1.0,490.0]","[2.47165304963481,0.13877806001284734,0.06546244966496058]",0,7,322,Gold
15996,89,6,1078.0,"[89.0,6.0,1078.0]","[0.894215940721537,0.8326683600770841,0.14401738926291327]",1,6,312,Gold
13533,183,3,269.0,"[183.0,3.0,269.0]","[1.8386687320454076,0.41633418003854206,0.03593754889770284]",0,7,313,Gold
16278,101,1,569.0,"[101.0,1.0,569.0]","[1.0147843821671374,0.13877806001284734,0.07601659971298483]",1,7,322,Gold
17025,61,3,357.0,"[61.0,3.0,357.0]","[0.6128895773484692,0.41633418003854206,0.04769407047018556]",1,8,233,Silver
16907,30,5,982.0,"[30.0,5.0,982.0]","[0.3014211036140012,0.6938903000642367,0.13119209300202303]",1,5,212,Platinum
15963,20,2,474.0,"[20.0,2.0,474.0]","[0.20094740240933415,0.2775561200256947,0.06332490028814554]",1,5,122,Platinum
17901,30,1,112.0,"[30.0,1.0,112.0]","[0.3014211036140012,0.13877806001284734,0.014962845637705273]",1,8,233,Silver
12346,326,1,77184.0,"[326.0,1.0,77184.0]","[3.2754426592721466,0.13877806001284734,10.311538193755748]",2,7,331,Gold
16214,171,3,1066.0,"[171.0,3.0,1066.0]","[1.718100290599807,0.41633418003854206,0.14241422723030198]",0,7,322,Gold
17894,72,8,1134.0,"[72.0,8.0,1134.0]","[0.7234106486736029,1.1102244801027787,0.1514988120817659]",1,4,211,Platinum
14967,50,1,463.0,"[50.0,1.0,463.0]","[0.5023685060233354,0.13877806001284734,0.061855335091585195]",1,7,232,Gold
16909,73,1,380.0,"[73.0,1.0,380.0]","[0.7334580187940697,0.13877806001284734,0.05076679769935718]",1,7,232,Gold
14338,162,2,592.0,"[162.0,2.0,592.0]","[1.6276739595156067,0.2775561200256947,0.07908932694215645]",0,7,322,Gold
17889,213,2,207.0,"[213.0,2.0,207.0]","[2.140089835659409,0.2775561200256947,0.02765454506254457]",0,9,333,Silver
17680,24,1,185.0,"[24.0,1.0,185.0]","[0.241136882891201,0.13877806001284734,0.02471541466942389]",1,7,133,Gold
14387,33,3,1791.0,"[33.0,3.0,1791.0]","[0.33156321397540134,0.41633418003854206,0.23927193336723343]",1,4,211,Platinum
15482,16,12,11054.0,"[16.0,12.0,11054.0]","[0.16075792192746732,1.6653367201541682,1.47677942570709]",3,3,111,Platinum
17313,32,1,2332.0,"[32.0,1.0,2332.0]","[0.32151584385493465,0.13877806001284734,0.3115478216707919]",1,5,221,Platinum
14290,12,5,2328.0,"[12.0,5.0,2328.0]","[0.1205684414456005,0.6938903000642367,0.3110134343265882]",1,3,111,Platinum
15098,183,3,39917.0,"[183.0,3.0,39917.0]","[1.8386687320454076,0.41633418003854206,5.3327849046453695]",3,7,331,Gold
14198,19,4,708.0,"[19.0,4.0,708.0]","[0.19090003228886746,0.5551122400513894,0.09458655992406548]",1,5,122,Platinum
17091,3,9,3867.0,"[3.0,9.0,3867.0]","[0.030142110361400125,1.2490025401156262,0.5166189650089847]",1,3,111,Platinum
14547,4,8,4028.0,"[4.0,8.0,4028.0]","[0.04018948048186683,1.1102244801027787,0.5381280556131861]",1,3,111,Platinum
13991,13,6,865.0,"[13.0,6.0,865.0]","[0.1306158115660672,0.8326683600770841,0.11556126318406305]",1,4,112,Platinum
12993,24,4,422.0,"[24.0,4.0,422.0]","[0.241136882891201,0.5551122400513894,0.05637786481349666]",1,5,122,Platinum
18037,155,6,70.0,"[155.0,6.0,70.0]","[1.5573423686723398,0.8326683600770841,0.009351778523565796]",0,9,333,Silver
17506,76,1,305.0,"[76.0,1.0,305.0]","[0.7636001291554698,0.13877806001284734,0.04074703499553668]",1,8,233,Silver
17937,9,7,4303.0,"[9.0,7.0,4303.0]","[0.09042633108420037,0.9714464200899314,0.5748671855271946]",1,4,121,Platinum
14216,4,4,1846.0,"[4.0,4.0,1846.0]","[0.04018948048186683,0.5551122400513894,0.24661975935003513]",1,4,121,Platinum
13247,18,4,504.0,"[18.0,4.0,504.0]","[0.18085266216840074,0.5551122400513894,0.06733280536967373]",1,5,122,Platinum
12936,18,4,1066.0,"[18.0,4.0,1066.0]","[0.18085266216840074,0.5551122400513894,0.14241422723030198]",1,5,122,Platinum
13583,156,1,788.0,"[156.0,1.0,788.0]","[1.5673897387928064,0.13877806001284734,0.10527430680814068]",0,7,322,Gold
13529,79,2,312.0,"[79.0,2.0,312.0]","[0.79374223951687,0.2775561200256947,0.041682212847893266]",1,8,233,Silver
13067,83,1,116.0,"[83.0,1.0,116.0]","[0.8339317199987367,0.13877806001284734,0.015497232981909033]",1,8,233,Silver
13712,247,1,229.0,"[247.0,1.0,229.0]","[2.4817004197552768,0.13877806001284734,0.030593675455665246]",0,9,333,Silver
15977,18,2,1065.0,"[18.0,2.0,1065.0]","[0.18085266216840074,0.2775561200256947,0.14228063039425104]",1,5,122,Platinum
17517,309,1,156.0,"[309.0,1.0,156.0]","[3.1046373672242127,0.13877806001284734,0.020841106423946633]",0,9,333,Silver
17198,24,3,700.0,"[24.0,3.0,700.0]","[0.241136882891201,0.41633418003854206,0.09351778523565796]",1,4,112,Platinum
15044,20,17,7758.0,"[20.0,17.0,7758.0]","[0.20094740240933415,2.359227020218405,1.0364442540831922]",3,3,111,Platinum
17513,73,1,514.0,"[73.0,1.0,514.0]","[0.7334580187940697,0.13877806001284734,0.06866877373018312]",1,7,232,Gold
14603,275,1,660.0,"[275.0,1.0,660.0]","[2.763026783128345,0.13877806001284734,0.08817391179362036]",0,8,332,Silver
15852,187,2,160.0,"[187.0,2.0,160.0]","[1.8788582125272744,0.2775561200256947,0.021375493768150393]",0,9,333,Silver
16113,184,1,164.0,"[184.0,1.0,164.0]","[1.8487161021658742,0.13877806001284734,0.02190988111235415]",0,8,323,Silver
16305,139,1,365.0,"[139.0,1.0,365.0]","[1.3965844467448725,0.13877806001284734,0.04876284515859308]",1,9,333,Silver
14031,8,19,17297.0,"[8.0,19.0,17297.0]","[0.08037896096373366,2.6367831402440993,2.310824473173108]",3,3,111,Platinum
13801,67,1,327.0,"[67.0,1.0,327.0]","[0.6731737980712694,0.13877806001284734,0.04368616538865736]",1,7,223,Gold
14495,51,2,125.0,"[51.0,2.0,125.0]","[0.5124158761438021,0.2775561200256947,0.016699604506367493]",1,8,233,Silver
14104,155,2,217.0,"[155.0,2.0,217.0]","[1.5573423686723398,0.2775561200256947,0.02899051342305397]",0,9,333,Silver
13120,239,1,31.0,"[239.0,1.0,31.0]","[2.4013214587915432,0.13877806001284734,0.004141501917579138]",0,9,333,Silver
16780,101,2,432.0,"[101.0,2.0,432.0]","[1.0147843821671374,0.2775561200256947,0.05771383317400606]",1,7,322,Gold
16284,32,2,835.0,"[32.0,2.0,835.0]","[0.32151584385493465,0.2775561200256947,0.11155335810253485]",1,5,212,Platinum
15639,135,1,428.0,"[135.0,1.0,428.0]","[1.3563949662630055,0.13877806001284734,0.0571794458298023]",1,7,322,Gold
14542,186,1,104.0,"[186.0,1.0,104.0]","[1.8688108424068077,0.13877806001284734,0.013894070949297755]",0,9,333,Silver
13690,60,1,173.0,"[60.0,1.0,173.0]","[0.6028422072280024,0.13877806001284734,0.02311225263681261]",1,8,233,Silver
17728,4,3,2883.0,"[4.0,3.0,2883.0]","[0.04018948048186683,0.41633418003854206,0.38515967833485987]",1,3,111,Platinum
15171,332,1,1289.0,"[332.0,1.0,1289.0]","[3.335726879994947,0.13877806001284734,0.1722063216696616]",0,7,331,Gold
18044,5,10,2098.0,"[5.0,10.0,2098.0]","[0.05023685060233354,1.3877806001284734,0.280286162034872]",1,3,111,Platinum
14389,66,2,1055.0,"[66.0,2.0,1055.0]","[0.6631264279508027,0.2775561200256947,0.14094466203374165]",1,6,222,Gold
13880,22,13,3221.0,"[22.0,13.0,3221.0]","[0.22104214265026756,1.8041147801670154,0.4303154089200776]",3,3,111,Platinum
15547,8,14,5005.0,"[8.0,14.0,5005.0]","[0.08037896096373366,1.9428928401798629,0.6686521644349545]",3,3,111,Platinum
17419,12,12,4238.0,"[12.0,12.0,4238.0]","[0.1205684414456005,1.6653367201541682,0.5661833911838835]",3,3,111,Platinum
15238,30,3,1078.0,"[30.0,3.0,1078.0]","[0.3014211036140012,0.41633418003854206,0.14401738926291327]",1,6,222,Gold
14643,171,2,697.0,"[171.0,2.0,697.0]","[1.718100290599807,0.2775561200256947,0.09311699472750515]",0,7,322,Gold
15812,108,5,1809.0,"[108.0,5.0,1809.0]","[1.0851159730104045,0.6938903000642367,0.24167667641615037]",1,6,321,Gold
18235,72,3,1799.0,"[72.0,3.0,1799.0]","[0.7234106486736029,0.41633418003854206,0.24034070805564095]",1,4,211,Platinum
16406,19,1,161.0,"[19.0,1.0,161.0]","[0.19090003228886746,0.13877806001284734,0.02150909060420133]",1,6,123,Gold
13659,206,2,1571.0,"[206.0,2.0,1571.0]","[2.069758244816142,0.2775561200256947,0.20988062943602664]",0,5,311,Platinum
15145,5,4,1196.0,"[5.0,4.0,1196.0]","[0.05023685060233354,0.5551122400513894,0.15978181591692417]",1,4,121,Platinum
17830,2,3,403.0,"[2.0,3.0,403.0]","[0.020094740240933415,0.41633418003854206,0.053839524928528795]",1,5,122,Platinum
16756,215,1,241.0,"[215.0,1.0,241.0]","[2.160184575900342,0.13877806001284734,0.03219683748827653]",0,9,333,Silver
14052,20,1,229.0,"[20.0,1.0,229.0]","[0.20094740240933415,0.13877806001284734,0.030593675455665246]",1,6,123,Gold
17058,82,3,1196.0,"[82.0,3.0,1196.0]","[0.8238843498782701,0.41633418003854206,0.15978181591692417]",1,5,221,Platinum
14150,36,2,658.0,"[36.0,2.0,658.0]","[0.36170532433680147,0.2775561200256947,0.08790671812151848]",1,6,222,Gold
17976,373,1,355.0,"[373.0,1.0,355.0]","[3.747669054934082,0.13877806001284734,0.04742687679808368]",0,8,323,Silver
16902,117,1,1708.0,"[117.0,1.0,1708.0]","[1.1755423040946047,0.13877806001284734,0.22818339597500542]",1,6,321,Gold
16613,71,1,620.0,"[71.0,1.0,620.0]","[0.7133632785531362,0.13877806001284734,0.08283003835158277]",1,6,222,Gold
17609,41,5,1131.0,"[41.0,5.0,1131.0]","[0.41194217493913504,0.6938903000642367,0.15109802157361307]",1,4,211,Platinum
13314,2,3,781.0,"[2.0,3.0,781.0]","[0.020094740240933415,0.41633418003854206,0.1043391289557841]",1,5,122,Platinum
15128,61,4,1479.0,"[61.0,4.0,1479.0]","[0.6128895773484692,0.5551122400513894,0.19758972051934018]",1,4,211,Platinum
16745,87,17,7230.0,"[87.0,17.0,7230.0]","[0.8741212004806036,2.359227020218405,0.9659051246482958]",3,4,211,Platinum
17652,26,12,4894.0,"[26.0,12.0,4894.0]","[0.2612316231321344,1.6653367201541682,0.6538229156333001]",3,4,211,Platinum
18074,374,1,491.0,"[374.0,1.0,491.0]","[3.7577164250545487,0.13877806001284734,0.06559604650101152]",0,8,332,Silver
13784,10,11,2463.0,"[10.0,11.0,2463.0]","[0.10047370120466707,1.5265586601413208,0.3290490071934651]",3,4,121,Platinum
14408,11,7,2602.0,"[11.0,7.0,2602.0]","[0.11052107132513378,0.9714464200899314,0.34761896740454573]",1,3,111,Platinum
17560,95,5,857.0,"[95.0,5.0,857.0]","[0.9545001614443372,0.6938903000642367,0.11449248849565553]",1,7,322,Gold
16597,5,1,92.0,"[5.0,1.0,92.0]","[0.05023685060233354,0.13877806001284734,0.012290908916686475]",1,7,133,Gold
17732,373,1,308.0,"[373.0,1.0,308.0]","[3.747669054934082,0.13877806001284734,0.041147825503689506]",0,9,333,Silver
14273,52,4,565.0,"[52.0,4.0,565.0]","[0.5224632462642688,0.5551122400513894,0.07548221236878107]",1,6,222,Gold
14500,89,3,357.0,"[89.0,3.0,357.0]","[0.894215940721537,0.41633418003854206,0.04769407047018556]",1,9,333,Silver
15307,96,1,208.0,"[96.0,1.0,208.0]","[0.964547531564804,0.13877806001284734,0.02778814189859551]",1,9,333,Silver
17789,282,1,228.0,"[282.0,1.0,228.0]","[2.8333583739716115,0.13877806001284734,0.030460078619614306]",0,9,333,Silver
16327,15,6,3883.0,"[15.0,6.0,3883.0]","[0.1507105518070006,0.8326683600770841,0.5187565143857998]",1,3,111,Platinum
12871,85,2,380.0,"[85.0,2.0,380.0]","[0.8540264602396701,0.2775561200256947,0.05076679769935718]",1,7,232,Gold
17698,261,1,155.0,"[261.0,1.0,155.0]","[2.6223636014418106,0.13877806001284734,0.020707509587895693]",0,9,333,Silver
15280,173,1,114.0,"[173.0,1.0,114.0]","[1.7381950308407403,0.13877806001284734,0.015230039309807153]",0,9,333,Silver
14396,66,2,494.0,"[66.0,2.0,494.0]","[0.6631264279508027,0.2775561200256947,0.06599683700916434]",1,5,212,Platinum
15753,305,1,79.0,"[305.0,1.0,79.0]","[3.0644478867423457,0.13877806001284734,0.010554150048024256]",0,9,333,Silver
15939,90,15,6112.0,"[90.0,15.0,6112.0]","[0.9042633108420037,2.08167090019271,0.8165438619433449]",3,5,311,Platinum
16353,4,23,6677.0,"[4.0,23.0,6677.0]","[0.04018948048186683,3.191895380295489,0.892026074312126]",3,3,111,Platinum
14735,4,32,6080.0,"[4.0,32.0,6080.0]","[0.04018948048186683,4.440897920411115,0.8122687631897149]",3,3,111,Platinum
16081,57,5,2821.0,"[57.0,5.0,2821.0]","[0.5727000968666024,0.6938903000642367,0.3768766744997016]",1,4,211,Platinum
17394,220,1,205.0,"[220.0,1.0,205.0]","[2.2104214265026756,0.13877806001284734,0.02738735139044269]",0,9,333,Silver
16513,5,4,875.0,"[5.0,4.0,875.0]","[0.05023685060233354,0.5551122400513894,0.11689723154457245]",1,5,122,Platinum
14248,319,1,303.0,"[319.0,1.0,303.0]","[3.20511106842888,0.13877806001284734,0.0404798413234348]",0,9,333,Silver
15074,106,1,751.0,"[106.0,1.0,751.0]","[1.065021232769471,0.13877806001284734,0.1003312238742559]",1,7,322,Gold
13675,152,2,487.0,"[152.0,2.0,487.0]","[1.5272002583109396,0.2775561200256947,0.06506165915680776]",0,7,322,Gold
16863,32,2,502.0,"[32.0,2.0,502.0]","[0.32151584385493465,0.2775561200256947,0.06706561169757186]",1,6,222,Gold
13630,6,7,2032.0,"[6.0,7.0,2032.0]","[0.06028422072280025,0.9714464200899314,0.27146877085550997]",1,3,111,Platinum
15432,24,1,173.0,"[24.0,1.0,173.0]","[0.241136882891201,0.13877806001284734,0.02311225263681261]",1,7,133,Gold
15010,36,1,310.0,"[36.0,1.0,310.0]","[0.36170532433680147,0.13877806001284734,0.041415019175791386]",1,8,233,Silver
16116,212,1,617.0,"[212.0,1.0,617.0]","[2.130042465538942,0.13877806001284734,0.08242924784342995]",0,7,322,Gold
17949,2,45,58511.0,"[2.0,45.0,58511.0]","[0.020094740240933415,6.245012700578131,7.816884474176547]",2,4,121,Platinum
17757,2,30,5665.0,"[2.0,30.0,5665.0]","[0.020094740240933415,4.16334180038542,0.7568260762285748]",3,3,111,Platinum
14282,4,15,3768.0,"[4.0,15.0,3768.0]","[0.04018948048186683,2.08167090019271,0.5033928782399417]",3,3,111,Platinum
13634,34,5,1585.0,"[34.0,5.0,1585.0]","[0.3416105840958681,0.6938903000642367,0.2117509851407398]",1,4,211,Platinum
14472,104,8,1963.0,"[104.0,8.0,1963.0]","[1.0449264925285375,1.1102244801027787,0.2622505891679951]",1,5,311,Platinum
12955,2,11,4756.0,"[2.0,11.0,4756.0]","[0.020094740240933415,1.5265586601413208,0.6353865522582703]",3,3,111,Platinum
18080,19,2,1231.0,"[19.0,2.0,1231.0]","[0.19090003228886746,0.2775561200256947,0.16445770517870706]",1,5,131,Platinum
16747,38,2,839.0,"[38.0,2.0,839.0]","[0.3818000645777349,0.2775561200256947,0.11208774544673861]",1,6,222,Gold
16806,104,4,808.0,"[104.0,4.0,808.0]","[1.0449264925285375,0.5551122400513894,0.10794624352915948]",1,6,312,Gold
13959,80,3,607.0,"[80.0,3.0,607.0]","[0.8037896096373366,0.41633418003854206,0.08109327948292054]",1,5,212,Platinum
13213,57,5,1521.0,"[57.0,5.0,1521.0]","[0.5727000968666024,0.6938903000642367,0.20320078763347965]",1,4,211,Platinum
15646,158,3,455.0,"[158.0,3.0,455.0]","[1.58748447903374,0.41633418003854206,0.060786560403177675]",0,7,322,Gold
13430,19,2,680.0,"[19.0,2.0,680.0]","[0.19090003228886746,0.2775561200256947,0.09084584851463916]",1,5,122,Platinum
17980,166,3,812.0,"[166.0,3.0,812.0]","[1.6678634399974734,0.41633418003854206,0.10848063087336324]",0,7,322,Gold
12827,6,3,435.0,"[6.0,3.0,435.0]","[0.06028422072280025,0.41633418003854206,0.058114623682158875]",1,5,122,Platinum
16587,233,1,227.0,"[233.0,1.0,227.0]","[2.341037238068743,0.13877806001284734,0.030326481783563366]",0,9,333,Silver
12824,60,1,399.0,"[60.0,1.0,399.0]","[0.6028422072280024,0.13877806001284734,0.053305137584325035]",1,6,222,Gold
13581,310,1,119.0,"[310.0,1.0,119.0]","[3.1146847373446795,0.13877806001284734,0.015898023490061853]",0,9,333,Silver
16805,174,2,467.0,"[174.0,2.0,467.0]","[1.7482424009612072,0.2775561200256947,0.062389722435788955]",0,6,312,Gold
17274,36,1,111.0,"[36.0,1.0,111.0]","[0.36170532433680147,0.13877806001284734,0.014829248801654335]",1,7,223,Gold
13300,170,1,374.0,"[170.0,1.0,374.0]","[1.7080529204793402,0.13877806001284734,0.04996521668305154]",0,8,332,Silver
17357,25,2,392.0,"[25.0,2.0,392.0]","[0.2511842530116677,0.2775561200256947,0.05236995973196846]",1,6,222,Gold
15607,337,1,106.0,"[337.0,1.0,106.0]","[3.3859637305972803,0.13877806001284734,0.014161264621399635]",0,9,333,Silver
16226,204,3,256.0,"[204.0,3.0,256.0]","[2.0496635045752085,0.41633418003854206,0.034200790029040626]",0,9,333,Silver
16185,17,2,531.0,"[17.0,2.0,531.0]","[0.17080529204793404,0.2775561200256947,0.07093991994304912]",1,5,122,Platinum
17767,16,1,273.0,"[16.0,1.0,273.0]","[0.16075792192746732,0.13877806001284734,0.0364719362419066]",1,7,133,Gold
15114,31,10,2766.0,"[31.0,10.0,2766.0]","[0.31146847373446795,1.3877806001284734,0.3695288485168999]",1,4,211,Platinum
15367,58,4,1891.0,"[58.0,4.0,1891.0]","[0.582747466987069,0.5551122400513894,0.25263161697232744]",1,4,211,Platinum
15133,128,3,984.0,"[128.0,3.0,984.0]","[1.2860633754197386,0.41633418003854206,0.1314592866741249]",1,7,322,Gold
15241,67,8,1766.0,"[67.0,8.0,1766.0]","[0.6731737980712694,1.1102244801027787,0.23593201246595993]",1,4,211,Platinum
17186,47,2,144.0,"[47.0,2.0,144.0]","[0.47222639566193525,0.2775561200256947,0.019237944391335353]",1,8,233,Silver
16979,4,6,1859.0,"[4.0,6.0,1859.0]","[0.04018948048186683,0.8326683600770841,0.24835651821869736]",1,3,111,Platinum
